# Truck: GFR-69 · Fleet: GFR · Granularity: Per minute · Range: 2026-05-04T07:00:00.000Z → 2026-05-06T06:59:59.999Z · Rows: 1478 · Generated: 2026-05-06T14:31:03.875Z
Truck Number,Fleet,PowerMon Serial,Timestamp,Voltage 1 (Chassis),Voltage 2 (Sleeper),Current (A),Power (W),SOC (%),Temperature (°F),Energy Remaining (kWh),Charge (Ah),Signal RSSI,Power Status,Parked,Latitude,Longitude
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:10:00.000Z,13.51,12.03,0.20,2.7,100.0,78.5,10.37,21.77,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:11:00.000Z,13.51,12.03,0.25,3.3,100.0,78.5,10.37,21.77,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:12:00.000Z,13.51,12.03,0.25,3.4,100.0,78.5,10.37,21.78,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:13:00.000Z,13.51,12.03,0.27,3.7,100.0,78.5,10.37,21.78,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:14:00.000Z,13.51,12.03,0.26,3.5,100.0,78.5,10.37,21.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:15:00.000Z,13.51,12.03,0.25,3.3,100.0,78.5,10.37,21.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:16:00.000Z,13.51,12.02,0.24,3.3,100.0,78.5,10.37,21.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:17:00.000Z,13.51,12.02,0.28,3.7,100.0,78.5,10.37,21.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:18:00.000Z,13.51,12.03,0.24,3.2,100.0,78.5,10.37,21.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:19:00.000Z,13.51,12.03,0.24,3.3,100.0,78.5,10.37,21.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:20:00.000Z,13.51,12.02,0.22,3.0,100.0,78.5,10.37,21.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:21:00.000Z,13.51,12.02,0.22,3.0,100.0,78.5,10.37,21.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:27:00.000Z,13.51,12.03,0.20,2.7,100.0,78.5,10.37,21.84,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:32:00.000Z,13.51,12.02,0.22,3.0,100.0,78.5,10.37,21.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:33:00.000Z,13.51,12.03,0.22,3.0,100.0,78.5,10.37,21.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:34:00.000Z,13.51,12.02,0.19,2.5,100.0,78.5,10.37,21.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:35:00.000Z,13.51,12.03,0.19,2.6,100.0,78.5,10.37,21.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:36:00.000Z,13.51,12.02,0.18,2.5,100.0,78.5,10.37,21.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:37:00.000Z,13.51,12.02,0.22,3.0,100.0,78.5,10.37,21.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:38:00.000Z,13.51,12.02,0.22,3.0,100.0,78.5,10.37,21.88,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:39:00.000Z,13.51,12.02,0.19,2.5,100.0,78.5,10.37,21.88,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:40:00.000Z,13.51,12.03,0.19,2.6,100.0,78.5,10.37,21.88,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:41:00.000Z,13.51,12.02,0.23,3.1,100.0,78.5,10.37,21.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:42:00.000Z,13.51,12.02,0.25,3.4,100.0,78.5,10.37,21.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:43:00.000Z,13.52,12.03,0.20,2.8,100.0,78.5,10.37,21.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:44:00.000Z,13.52,12.03,0.15,2.0,100.0,78.5,10.37,21.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:45:00.000Z,13.52,12.03,0.25,3.3,100.0,78.5,10.37,21.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:46:00.000Z,13.52,12.02,0.20,2.7,100.0,78.5,10.37,21.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:47:00.000Z,13.52,12.02,0.17,2.3,100.0,78.5,10.37,21.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:48:00.000Z,13.52,12.02,0.23,3.1,100.0,78.4,10.37,21.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:49:00.000Z,13.52,12.02,0.29,4.0,100.0,78.4,10.37,21.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:50:00.000Z,13.52,12.02,0.21,2.9,100.0,78.4,10.37,21.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:51:00.000Z,13.52,12.02,0.19,2.6,100.0,78.4,10.37,21.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:52:00.000Z,13.52,12.02,0.14,1.9,100.0,78.4,10.37,21.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:53:00.000Z,13.52,12.03,0.19,2.6,100.0,78.4,10.37,21.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:54:00.000Z,13.52,12.02,0.19,2.6,100.0,78.4,10.37,21.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:55:00.000Z,13.52,12.02,0.22,3.0,100.0,78.4,10.37,21.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:56:00.000Z,13.52,12.02,0.21,2.9,100.0,78.4,10.37,21.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:57:00.000Z,13.52,12.02,0.14,1.8,100.0,78.4,10.37,21.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:58:00.000Z,13.52,12.02,0.17,2.3,100.0,78.4,10.37,21.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T02:59:00.000Z,13.52,12.02,0.17,2.2,100.0,78.4,10.37,21.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:00:00.000Z,13.52,12.02,0.23,3.1,100.0,78.4,10.37,21.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:01:00.000Z,13.52,12.02,0.28,3.8,100.0,78.4,10.37,21.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:02:00.000Z,13.52,12.02,0.28,3.8,100.0,78.4,10.37,21.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:03:00.000Z,13.52,12.02,0.31,4.2,100.0,78.4,10.37,21.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:04:00.000Z,13.52,12.02,0.29,3.9,100.0,78.4,10.37,21.97,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:05:00.000Z,13.52,12.02,0.29,4.0,100.0,78.4,10.37,21.98,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:06:00.000Z,13.52,12.02,0.30,4.1,100.0,78.4,10.37,21.98,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:07:00.000Z,13.52,12.02,0.31,4.2,100.0,78.4,10.37,21.99,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:08:00.000Z,13.52,12.02,0.32,4.3,100.0,78.4,10.37,21.99,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:09:00.000Z,13.52,12.02,0.33,4.4,100.0,78.4,10.37,22.00,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:10:00.000Z,13.52,12.03,0.27,3.6,100.0,78.4,10.37,22.00,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:11:00.000Z,13.51,12.02,0.28,3.8,100.0,78.4,10.37,22.01,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:17:00.000Z,13.51,12.02,0.31,4.2,100.0,78.4,10.37,22.04,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:22:00.000Z,13.51,12.02,0.25,3.3,100.0,78.4,10.37,22.06,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:23:00.000Z,13.51,12.02,0.28,3.8,100.0,78.4,10.37,22.06,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:24:00.000Z,13.51,12.02,0.31,4.1,100.0,78.4,10.37,22.07,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:25:00.000Z,13.51,12.02,0.34,4.6,100.0,78.4,10.37,22.07,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:26:00.000Z,13.51,12.02,0.33,4.5,100.0,78.4,10.37,22.08,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:27:00.000Z,13.51,12.02,0.29,3.9,100.0,78.4,10.37,22.08,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:28:00.000Z,13.51,12.02,0.27,3.7,100.0,78.4,10.37,22.09,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:29:00.000Z,13.51,12.02,0.32,4.3,100.0,78.4,10.37,22.09,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:30:00.000Z,13.51,12.02,0.22,3.0,100.0,78.4,10.37,22.10,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:36:00.000Z,13.50,12.02,0.30,4.1,100.0,78.4,10.37,22.13,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:40:00.000Z,13.49,12.03,0.89,11.9,100.0,78.4,10.37,22.18,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:41:00.000Z,13.48,12.02,0.96,13.0,100.0,78.4,10.37,22.19,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:42:00.000Z,13.48,12.02,0.92,12.5,100.0,78.4,10.37,22.20,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:43:00.000Z,13.48,12.02,0.77,10.4,100.0,78.4,10.37,22.21,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:49:00.000Z,13.49,12.02,0.13,1.7,100.0,78.4,10.37,22.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:54:00.000Z,13.50,12.02,0.15,2.0,100.0,78.4,10.37,22.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:55:00.000Z,13.51,12.02,0.18,2.5,100.0,78.4,10.37,22.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:56:00.000Z,13.51,12.02,0.14,1.8,100.0,78.4,10.37,22.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T03:57:00.000Z,13.51,12.02,0.12,1.7,100.0,78.4,10.37,22.27,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:04:00.000Z,13.52,12.02,0.53,7.1,100.0,78.3,10.37,22.31,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:08:00.000Z,13.45,12.01,-13.95,-187.7,100.0,78.4,10.37,22.74,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:09:00.000Z,13.49,12.01,-11.59,-156.3,100.0,78.4,10.37,22.61,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:16:00.000Z,13.48,12.01,-10.61,-143.1,100.0,78.5,10.37,22.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:20:00.000Z,13.52,12.02,0.45,6.0,100.0,78.7,10.37,22.43,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:27:00.000Z,13.49,12.02,0.77,10.4,100.0,79.0,10.37,22.54,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:31:00.000Z,13.49,12.03,0.33,4.4,100.0,79.2,10.37,22.58,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:32:00.000Z,13.49,12.03,0.18,2.5,100.0,79.2,10.37,22.58,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:33:00.000Z,13.49,12.02,0.25,3.4,100.0,79.2,10.37,22.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:34:00.000Z,13.49,12.03,0.21,2.8,100.0,79.3,10.37,22.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:35:00.000Z,13.49,12.03,0.18,2.5,100.0,79.3,10.37,22.59,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:36:00.000Z,13.50,12.02,0.30,4.1,100.0,79.3,10.37,22.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:37:00.000Z,13.50,12.02,0.18,2.5,100.0,79.4,10.37,22.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:38:00.000Z,13.50,12.02,0.18,2.5,100.0,79.4,10.37,22.60,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:44:00.000Z,13.51,12.02,-0.03,-0.5,100.0,79.4,10.37,22.63,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:45:00.000Z,13.51,12.02,0.43,5.8,100.0,79.4,10.37,22.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:46:00.000Z,13.51,12.02,0.50,6.8,100.0,79.4,10.37,22.64,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:48:00.000Z,13.50,12.02,0.61,8.2,100.0,79.4,10.37,22.67,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:49:00.000Z,13.50,12.02,0.64,8.6,100.0,79.4,10.37,22.67,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:50:00.000Z,13.50,12.02,0.44,6.0,100.0,79.4,10.37,22.68,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:51:00.000Z,13.50,12.02,0.65,8.8,100.0,79.4,10.37,22.69,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:57:00.000Z,13.48,12.02,0.33,4.4,100.0,79.4,10.37,22.76,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:58:00.000Z,13.48,12.02,0.34,4.5,100.0,79.4,10.37,22.76,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T04:59:00.000Z,13.48,12.02,0.35,4.8,100.0,79.4,10.37,22.77,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:00:00.000Z,13.48,12.02,0.39,5.3,100.0,79.4,10.37,22.77,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:01:00.000Z,13.48,12.02,0.23,3.1,100.0,79.4,10.37,22.78,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:02:00.000Z,13.48,12.02,0.28,3.7,100.0,79.4,10.37,22.78,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:03:00.000Z,13.48,12.02,0.23,3.0,100.0,79.4,10.37,22.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:04:00.000Z,13.48,12.02,0.26,3.5,100.0,79.4,10.37,22.79,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:05:00.000Z,13.48,12.02,0.29,4.0,100.0,79.3,10.37,22.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:06:00.000Z,13.48,12.02,0.31,4.2,100.0,79.3,10.37,22.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:07:00.000Z,13.48,12.02,0.21,2.8,100.0,79.3,10.37,22.80,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:08:00.000Z,13.48,12.02,0.23,3.1,100.0,79.3,10.37,22.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:09:00.000Z,13.49,12.02,0.21,2.9,100.0,79.3,10.37,22.81,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:10:00.000Z,13.49,12.02,0.28,3.8,100.0,79.3,10.37,22.82,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:11:00.000Z,13.49,12.02,0.26,3.5,100.0,79.3,10.37,22.82,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:12:00.000Z,13.49,12.02,0.27,3.7,100.0,79.3,10.37,22.82,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:13:00.000Z,13.49,12.02,0.19,2.5,100.0,79.3,10.37,22.83,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:19:00.000Z,13.50,12.02,0.18,2.5,100.0,79.2,10.37,22.85,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:24:00.000Z,13.50,12.02,0.27,3.7,100.0,79.2,10.37,22.87,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:31:00.000Z,13.52,12.02,0.07,0.9,100.0,79.1,10.37,22.86,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:35:00.000Z,13.51,12.02,0.52,7.0,100.0,79.1,10.37,22.89,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:36:00.000Z,13.51,12.02,0.59,7.9,100.0,79.0,10.37,22.90,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:37:00.000Z,13.51,12.02,0.56,7.6,100.0,79.0,10.37,22.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:38:00.000Z,13.51,12.02,0.41,5.6,100.0,79.0,10.37,22.91,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:39:00.000Z,13.51,12.02,0.43,5.8,100.0,79.0,10.37,22.92,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:40:00.000Z,13.51,12.02,0.39,5.3,100.0,79.0,10.37,22.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:41:00.000Z,13.51,12.02,0.35,4.8,100.0,79.0,10.37,22.93,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:42:00.000Z,13.51,12.02,0.31,4.3,100.0,79.0,10.37,22.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:43:00.000Z,13.51,12.02,0.32,4.3,100.0,79.0,10.37,22.94,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:44:00.000Z,13.51,12.02,0.32,4.4,100.0,79.0,10.37,22.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:45:00.000Z,13.51,12.02,0.24,3.3,100.0,79.0,10.37,22.95,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:46:00.000Z,13.51,12.02,0.19,2.5,100.0,79.0,10.37,22.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:47:00.000Z,13.51,12.02,0.08,1.1,100.0,79.0,10.37,22.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:48:00.000Z,13.52,12.02,-0.02,-0.3,100.0,79.0,10.37,22.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:49:00.000Z,13.52,12.02,0.12,1.6,100.0,78.9,10.37,22.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:50:00.000Z,13.52,12.02,0.15,2.0,100.0,78.9,10.37,22.96,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T05:56:00.000Z,13.52,12.02,0.39,5.3,100.0,78.9,10.37,23.00,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:01:00.000Z,13.52,12.02,0.40,5.4,100.0,78.8,10.37,23.03,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:02:00.000Z,13.51,12.02,0.40,5.4,100.0,78.8,10.37,23.03,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:03:00.000Z,13.51,12.02,0.42,5.7,100.0,78.8,10.37,23.04,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:04:00.000Z,13.51,12.02,0.36,4.9,100.0,78.8,10.37,23.04,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:05:00.000Z,13.51,12.02,0.42,5.7,100.0,78.8,10.37,23.05,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:06:00.000Z,13.51,12.02,0.61,8.3,100.0,78.8,10.37,23.06,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:07:00.000Z,13.51,12.02,0.54,7.3,100.0,78.8,10.37,23.07,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:08:00.000Z,13.51,12.02,0.51,6.9,100.0,78.8,10.37,23.08,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:09:00.000Z,13.50,12.02,0.53,7.2,100.0,78.8,10.37,23.09,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:16:00.000Z,13.49,12.02,0.55,7.4,100.0,78.7,10.37,23.15,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:21:00.000Z,13.49,12.02,0.32,4.3,100.0,78.7,10.37,23.18,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:22:00.000Z,13.49,12.02,0.33,4.4,100.0,78.7,10.37,23.19,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:23:00.000Z,13.49,12.02,0.38,5.1,100.0,78.6,10.37,23.20,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:24:00.000Z,13.49,12.02,0.33,4.4,100.0,78.6,10.37,23.20,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:25:00.000Z,13.49,12.02,0.29,4.0,100.0,78.6,10.37,23.20,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:26:00.000Z,13.49,12.02,0.27,3.7,100.0,78.6,10.37,23.21,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:27:00.000Z,13.49,12.02,0.24,3.3,100.0,78.6,10.37,23.21,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:28:00.000Z,13.49,12.02,0.25,3.3,100.0,78.6,10.37,23.22,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:29:00.000Z,13.49,12.02,0.21,2.9,100.0,78.6,10.37,23.22,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:30:00.000Z,13.49,12.02,0.19,2.6,100.0,78.6,10.37,23.23,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:31:00.000Z,13.49,12.02,0.23,3.1,100.0,78.6,10.37,23.23,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:32:00.000Z,13.50,12.02,0.18,2.5,100.0,78.6,10.37,23.23,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:33:00.000Z,13.50,12.02,0.20,2.7,100.0,78.5,10.37,23.23,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:34:00.000Z,13.50,12.02,0.23,3.2,100.0,78.5,10.37,23.24,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:35:00.000Z,13.50,12.02,0.24,3.3,100.0,78.5,10.37,23.24,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:36:00.000Z,13.50,12.02,0.22,2.9,100.0,78.5,10.37,23.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:37:00.000Z,13.50,12.02,0.23,3.2,100.0,78.5,10.37,23.25,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:38:00.000Z,13.50,12.02,0.20,2.7,100.0,78.5,10.37,23.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:39:00.000Z,13.50,12.02,0.15,2.0,100.0,78.5,10.37,23.26,-32768,OFF,Yes,,
GFR-69,GFR,A998463C2C69ABFD,2026-05-06T06:40:00.000Z,13.50,12.02,0.20,2.6,100.0,78.5,10.37,23.26,-32768,OFF,Yes,,
